iter	RMSE
741	39187.78298
742	39186.95973
743	39185.77451
744	39184.62804
745	39182.42538
746	39181.12074
747	39179.55563
748	39177.91308
749	39176.87919
750	39176.08609
751	39174.48722
752	39172.09089
753	39170.54628
754	39170.04931
755	39166.66178
756	39165.27808
757	39163.28842
758	39161.43825
759	39160.21338
760	39158.49587
761	39157.01018
762	39155.6945
763	39154.09521
764	39152.02314
765	39149.12807
766	39148.37711
767	39146.32999
768	39144.84197
769	39142.81799
770	39141.38459
771	39139.92477
772	39139.14405
773	39137.57556
774	39133.79186
775	39131.88919
776	39130.84115
777	39130.1183
778	39126.81013
779	39124.32786
780	39122.32077
781	39120.94497
782	39119.29616
783	39117.64516
784	39116.75333
785	39115.87124
786	39113.97444
787	39112.56378
788	39111.35505
789	39109.95727
790	39106.95972
791	39104.82284
792	39100.89489
793	39100.03307
794	39100.03249
795	39098.9425
796	39096.96459
797	39095.44686
798	39094.0611
799	39093.78031
800	39091.58223
801	39090.13213
802	39088.60591
803	39086.17826
804	39084.89303
805	39083.94044
806	39082.7815
807	39081.84648
808	39080.0614
809	39077.9232
810	39076.29764
811	39074.50529
812	39073.77768
813	39073.62617
814	39072.70814
815	39071.91563
816	39070.1362
817	39069.6126
818	39068.70672
819	39067.57938
820	39066.50181
821	39064.76137
822	39062.33048
823	39062.33004
824	39061.20934
825	39058.93071
826	39057.82062
827	39056.39324
828	39055.52047
829	39054.83596
830	39053.86665
831	39052.82281
832	39051.64224
833	39050.89416
834	39050.74446
835	39049.44213
836	39048.21485
837	39046.73769
838	39045.96793
839	39043.35014
840	39042.21868
841	39041.15018
842	39038.9285
843	39037.68093
844	39037.28515
845	39035.98421
846	39035.57828
847	39034.90953
848	39034.05347
849	39032.75649
850	39028.95657
851	39027.41298
852	39026.1675
853	39024.30211
854	39022.05048
855	39020.83904
856	39017.93837
857	39017.28376
858	39016.45892
859	39014.64744
860	39013.38736
861	39013.21364
862	39012.25482
863	39009.0638
864	39007.47192
865	39004.80111
866	39003.37238
867	39002.34814
868	39002.06201
869	39001.20531
870	39000.15904
871	38999.25685
872	38998.34613
873	38996.238
874	38995.26863
875	38995.10412
876	38994.52176
877	38993.59192
878	38991.78578
879	38989.97566
880	38988.01755
881	38987.05753
882	38985.8442
883	38984.13185
884	38983.92144
885	38982.28414
886	38980.07554
887	38979.46084
888	38979.46058
889	38978.02661
890	38977.25761
891	38976.20177
892	38975.12593
893	38974.17841
894	38973.07617
895	38972.5116
896	38970.71084
897	38969.72408
898	38968.34646
899	38967.03429
900	38965.52568
901	38963.98071
902	38962.91051
903	38962.28092
904	38960.80061
905	38959.61334
906	38959.0109
907	38957.95387
908	38956.00592
909	38955.1502
910	38953.76433
911	38952.14401
912	38951.33284
913	38950.01277
914	38948.92771
915	38947.57242
916	38945.61617
917	38944.58028
918	38943.50509
919	38942.4402
920	38940.56881
921	38939.9383
922	38939.10581
923	38937.61283
924	38937.24195
925	38936.67324
926	38934.80699
927	38933.10981
928	38932.09503
929	38930.76738
930	38929.764
931	38928.96464
932	38927.20375
933	38926.08383
934	38925.17115
935	38924.46089
936	38923.3479
937	38919.50072
938	38918.9082
939	38917.06772
940	38916.15557
941	38912.5901
942	38911.72116
943	38910.11669
944	38909.106
945	38907.55324
946	38907.21457
947	38905.89591
948	38904.66591
949	38903.57389
950	38902.33931
951	38900.75661
952	38899.44067
953	38898.33907
954	38896.72784
955	38895.46157
956	38894.84584
957	38894.22609
958	38893.53362
959	38891.38809
960	38890.87224
961	38889.61476
962	38888.2082
963	38887.97331
964	38887.50806
965	38885.3925
966	38883.83187
967	38883.58437
968	38883.13827
969	38880.98108
970	38879.39291
971	38878.20273
972	38875.02231
973	38873.6759
974	38870.24612
975	38869.66391
976	38868.42709
977	38868.06846
978	38867.11276
979	38866.56401
980	38865.58187
981	38865.42784
982	38864.63117
983	38863.28899
984	38862.63521
985	38861.47386
986	38860.368
987	38859.15307
988	38857.96319
989	38856.77985
990	38855.25261
991	38853.22613
992	38851.03795
993	38850.1844
994	38849.18047
995	38848.49016
996	38846.75085
997	38846.75072
998	38845.82856
999	38844.74695
1000	38843.78056
1001	38843.16429
1002	38842.60723
1003	38841.00644
1004	38840.09695
1005	38838.46837
1006	38837.69927
1007	38836.64772
1008	38835.13352
1009	38833.83634
1010	38832.56105
1011	38828.37057
1012	38827.72987
1013	38826.98903
1014	38826.33338
1015	38825.34795
1016	38824.01278
1017	38821.60123
1018	38820.56772
1019	38820.28749
1020	38819.35881
1021	38817.91769
1022	38817.07665
1023	38814.12126
1024	38813.58341
1025	38812.81066
1026	38811.49562
1027	38810.04294
1028	38809.78558
1029	38808.36079
1030	38806.09131
1031	38805.19614
1032	38803.62883
1033	38802.81804
1034	38801.90887
1035	38798.61745
1036	38796.92108
1037	38795.84123
1038	38794.78621
1039	38793.31934
1040	38792.13498
1041	38790.1257
1042	38788.89233
1043	38787.00375
1044	38786.44645
1045	38785.52196
1046	38783.89954
1047	38782.54038
1048	38780.78664
1049	38779.72718
1050	38778.72455
1051	38777.48292
1052	38776.82739
1053	38775.69879
1054	38774.77953
1055	38773.38043
1056	38772.42025
1057	38771.47274
1058	38770.62442
1059	38769.17073
1060	38767.4282
1061	38766.6015
1062	38765.22728
1063	38764.21206
1064	38762.48625
1065	38760.66423
1066	38759.14169
1067	38757.14245
1068	38756.65555
1069	38756.138
1070	38754.8821
1071	38754.58854
1072	38754.14063
1073	38752.37617
1074	38751.86867
1075	38751.86863
1076	38750.46104
1077	38748.88318
1078	38747.96461
1079	38746.81818
1080	38744.53564
1081	38743.21874
1082	38743.2187
1083	38742.26791
1084	38741.21893
1085	38739.82827
1086	38739.19503
1087	38738.41955
1088	38737.38644
1089	38736.74314
1090	38735.81121
1091	38734.80485
1092	38734.33085
1093	38733.94497
1094	38733.0161
1095	38732.07178
1096	38732.07175
1097	38729.32324
1098	38727.9344
1099	38727.6473
1100	38726.69099
1101	38726.35261
1102	38726.35258
1103	38724.88107
1104	38723.09243
1105	38722.20881
1106	38721.22562
1107	38719.61747
1108	38718.48626
1109	38717.38456
1110	38716.03891
1111	38713.76253
1112	38713.07766
1113	38712.26076
1114	38711.41941
1115	38710.67694
1116	38708.90178
1117	38707.9979
1118	38707.15911
1119	38706.53304
1120	38704.61387
1121	38703.52142
1122	38701.76531
1123	38700.56106
1124	38699.27564
1125	38697.99425
1126	38696.85934
1127	38695.88838
1128	38695.56303
1129	38694.66909
1130	38693.9004
1131	38693.39243
1132	38691.9316
1133	38689.60949
1134	38686.53631
1135	38685.35995
1136	38683.20511
1137	38681.66481
1138	38679.92841
1139	38678.48886
1140	38675.78828
1141	38674.96966
1142	38672.86544
1143	38671.62557
1144	38669.94185
1145	38668.56121
1146	38667.41188
1147	38667.41186
1148	38666.63511
1149	38665.97897
1150	38665.77401
1151	38664.4612
1152	38662.83532
1153	38662.12863
1154	38661.34638
1155	38660.51274
1156	38659.808
1157	38658.85517
1158	38657.64436
1159	38656.93613
1160	38655.62017
1161	38652.71422
1162	38651.89612
1163	38650.29905
1164	38649.6149
1165	38648.09906
1166	38647.35715
1167	38646.75481
1168	38645.70485
1169	38642.36325
1170	38641.55327
1171	38641.02147
1172	38640.89033
1173	38640.47821
1174	38639.34341
1175	38638.38359
1176	38637.07265
1177	38635.54728
1178	38634.70031
1179	38634.38454
1180	38633.57758
1181	38632.66914
1182	38632.07606
1183	38631.02972
1184	38630.74154
1185	38630.74152
1186	38629.02681
1187	38627.80804
1188	38626.71263
1189	38625.6412
1190	38625.12142
1191	38624.17672
1192	38623.74661
1193	38622.33997
1194	38620.88848
1195	38620.44159
1196	38620.1534
1197	38618.93185
1198	38618.48302
1199	38618.15942
1200	38617.59446
1201	38616.36155
1202	38615.47281
1203	38615.11687
1204	38614.26979
1205	38612.52992
1206	38611.71617
1207	38610.85308
1208	38610.16539
1209	38609.52227
1210	38608.72972
1211	38607.8627
1212	38607.18467
1213	38606.51594
1214	38605.31232
1215	38604.6586
1216	38604.16086
1217	38602.60544
1218	38601.99657
1219	38600.17718
1220	38599.2885
1221	38598.80454
1222	38597.64192
1223	38596.65712
1224	38595.26449
1225	38593.95004
1226	38592.8824
1227	38592.07192
1228	38591.10801
1229	38590.08633
1230	38589.83949
1231	38589.31667
1232	38588.66025
1233	38585.8295
1234	38585.36208
1235	38583.76634
1236	38583.00546
1237	38582.12608
1238	38581.01329
1239	38580.17659
1240	38580.02282
1241	38579.44124
1242	38578.86949
1243	38578.60433
1244	38578.29374
1245	38577.35973
1246	38576.90528
1247	38576.36687
1248	38575.62406
1249	38574.99831
1250	38572.63617
1251	38572.14862
1252	38570.84238
1253	38570.61325
1254	38569.44997
1255	38569.14725
1256	38567.26719
1257	38566.48469
1258	38565.83491
1259	38564.96495
1260	38562.45046
1261	38561.62943
1262	38560.51629
1263	38560.09813
1264	38559.87603
1265	38559.1597
1266	38558.21254
1267	38557.45158
1268	38557.00511
1269	38556.59575
1270	38556.27224
1271	38555.34879
1272	38553.6308
1273	38552.49042
1274	38550.93968
1275	38550.16736
1276	38548.84818
1277	38547.21065
1278	38546.65756
1279	38544.46563
1280	38544.08375
1281	38542.77995
1282	38541.33583
1283	38540.63805
1284	38539.25052
1285	38539.04227
1286	38538.17786
1287	38536.9659
1288	38535.45683
1289	38534.9504
1290	38533.41026
1291	38533.04079
1292	38532.79075
1293	38531.7233
1294	38531.04732
1295	38530.46902
1296	38530.13878
1297	38528.67631
1298	38527.69616
1299	38527.10157
1300	38526.00372
1301	38524.33819
1302	38523.95164
1303	38523.72652
1304	38522.95036
1305	38522.06794
1306	38520.67135
1307	38520.50896
1308	38518.755
1309	38517.04885
1310	38515.74787
1311	38513.48485
1312	38511.51749
1313	38511.00871
1314	38510.63095
1315	38510.05097
1316	38509.36035
1317	38508.40044
1318	38508.20192
1319	38507.77171
1320	38507.42853
1321	38506.58863
1322	38505.91658
1323	38505.11225
1324	38504.10882
1325	38503.95803
1326	38502.99043
1327	38502.35015
1328	38501.30178
1329	38500.139
1330	38498.73765
1331	38498.25024
1332	38497.84243
1333	38497.19968
1334	38496.61357
1335	38496.17941
1336	38495.53641
1337	38493.05259
1338	38491.7733
1339	38489.88726
1340	38488.14539
1341	38486.2221
1342	38485.79695
1343	38484.7858
1344	38483.4132
1345	38482.46747
1346	38480.93554
1347	38480.57853
1348	38479.81391
1349	38479.32841
1350	38479.02703
1351	38478.47451
1352	38477.16293
1353	38475.18046
1354	38474.46072
1355	38473.78999
1356	38473.19823
1357	38473.05428
1358	38472.36414
1359	38471.38844
1360	38470.6189
1361	38470.05845
1362	38468.4121
1363	38468.10276
1364	38467.34146
1365	38467.10603
1366	38466.49073
1367	38465.23932
1368	38464.70864
1369	38462.3715
1370	38462.31737
1371	38461.25913
1372	38459.53232
1373	38459.03724
1374	38458.23834
1375	38457.7588
1376	38457.23146
1377	38456.20615
1378	38455.5301
1379	38455.11349
1380	38453.53147
1381	38453.03274
1382	38452.03547
1383	38451.11789
1384	38450.84937
1385	38449.95056
1386	38449.81847
1387	38448.80116
1388	38447.81124
1389	38446.97287
1390	38445.7183
1391	38445.14699
1392	38444.36941
1393	38444.07729
1394	38443.67794
1395	38443.06562
1396	38442.40597
1397	38441.19364
1398	38440.45549
1399	38439.26561
1400	38438.46696
1401	38437.35365
1402	38436.39655
1403	38434.11324
1404	38432.33579
1405	38431.42426
1406	38430.70946
1407	38430.07278
1408	38428.78712
1409	38427.39942
1410	38426.47369
1411	38425.68127
1412	38425.34428
1413	38424.83793
1414	38424.48742
1415	38424.43971
1416	38423.9588
1417	38422.26836
1418	38421.78877
1419	38420.76572
1420	38419.81598
1421	38419.68461
1422	38417.46253
1423	38417.02336
1424	38415.69591
1425	38414.21391
1426	38414.04675
1427	38413.42438
1428	38413.11268
1429	38412.99295
1430	38412.78426
1431	38412.23757
1432	38411.1256
1433	38410.19491
1434	38409.68324
1435	38408.86719
1436	38408.20379
1437	38405.69477
1438	38404.46111
1439	38402.64147
1440	38402.01843
1441	38401.71568
1442	38400.09021
1443	38399.29621
1444	38397.87854
1445	38396.96639
1446	38396.6726
1447	38396.03454
1448	38395.72214
1449	38394.76772
1450	38394.29591
1451	38392.29799
1452	38391.99334
1453	38391.37152
1454	38390.76801
1455	38390.28307
1456	38388.05156
1457	38387.44221
1458	38386.47115
1459	38384.83356
1460	38384.25531
1461	38383.14734
1462	38382.71459
1463	38382.14023
1464	38380.79786
1465	38379.27611
1466	38377.86294
1467	38376.69219
1468	38375.79922
1469	38375.23001
1470	38374.07548
1471	38373.80199
1472	38373.66359
1473	38372.8367
1474	38371.8425
1475	38371.44443
1476	38370.07301
1477	38369.53153
1478	38369.04871
1479	38368.57389
1480	38368.10053
1481	38366.89716
1482	38365.59324
1483	38364.70349
1484	38363.98209
1485	38362.70324
1486	38361.11447
1487	38360.02547
1488	38358.53616
1489	38358.14427
1490	38357.30697
1491	38355.95407
1492	38353.8703
1493	38352.27559
1494	38350.80854
1495	38349.82635
1496	38348.88092
1497	38348.03615
1498	38347.07527
1499	38346.55679
1500	38346.38839
1501	38345.98706
1502	38345.45067
1503	38344.59502
1504	38343.99521
1505	38343.64943
1506	38343.25833
1507	38342.05841
1508	38341.6178
1509	38339.92363
1510	38339.44946
1511	38338.82448
1512	38337.90982
1513	38337.05201
1514	38336.08152
1515	38335.39933
1516	38334.80313
1517	38333.14697
1518	38332.40969
1519	38331.63631
1520	38331.26389
1521	38329.72418
1522	38328.77887
1523	38328.15005
1524	38327.52138
1525	38327.23367
1526	38326.77308
1527	38326.16323
1528	38326.05137
1529	38325.26578
1530	38324.43376
1531	38324.17242
1532	38323.58439
1533	38322.98384
1534	38322.30821
1535	38321.92589
1536	38321.06545
1537	38320.24562
1538	38319.80314
1539	38319.20219
1540	38318.62006
1541	38317.27334
1542	38316.77088
1543	38316.19467
1544	38315.1023
1545	38314.74043
1546	38314.05045
1547	38312.71116
1548	38312.14789
1549	38311.21522
1550	38309.10663
1551	38308.47039
1552	38307.63756
1553	38306.92481
1554	38306.47443
1555	38306.11941
1556	38305.619
1557	38305.23977
1558	38304.8622
1559	38303.67687
1560	38302.9259
1561	38302.52954
1562	38301.54341
1563	38300.24877
1564	38299.812
1565	38299.37744
1566	38299.0996
1567	38298.66165
1568	38297.28031
1569	38296.88003
1570	38296.03756
1571	38294.87907
1572	38293.76513
1573	38293.0472
1574	38292.42512
1575	38291.5304
1576	38291.47088
1577	38290.38057
1578	38288.98234
1579	38288.60058
1580	38287.88082
1581	38287.08784
1582	38285.456
1583	38284.82841
1584	38283.38284
1585	38282.8675
1586	38282.63259
1587	38281.21992
1588	38280.38177
1589	38279.30925
1590	38278.84676
1591	38278.28301
1592	38277.95815
1593	38277.50082
1594	38276.35468
1595	38275.2963
1596	38274.54147
1597	38274.08423
1598	38273.31741
1599	38272.81515
1600	38271.55936
1601	38271.16361
1602	38270.74288
1603	38269.35489
1604	38269.19735
1605	38268.78179
1606	38267.66134
1607	38267.14877
1608	38266.1652
1609	38264.49668
1610	38263.73059
1611	38262.65253
1612	38262.0638
1613	38261.59847
1614	38260.32616
1615	38259.30442
1616	38258.54112
1617	38257.71938
1618	38256.69528
1619	38254.86714
1620	38254.28714
1621	38254.03704
1622	38253.70038
1623	38252.94908
1624	38252.72547
1625	38252.20182
1626	38251.82932
1627	38251.32745
1628	38250.54019
1629	38250.04723
1630	38249.92907
1631	38248.06602
1632	38246.71415
1633	38245.87365
1634	38245.13702
1635	38244.68381
1636	38244.31322
1637	38244.18129
1638	38242.82877
1639	38241.67463
1640	38241.23276
1641	38240.51535
1642	38238.94894
1643	38238.12783
1644	38237.77206
1645	38236.00989
1646	38234.92441
1647	38234.36341
1648	38234.12724
1649	38232.22679
1650	38231.66614
1651	38230.44971
1652	38229.86126
1653	38229.14384
1654	38228.83759
1655	38228.32861
1656	38228.0765
1657	38227.32317
1658	38226.83982
1659	38225.89866
1660	38225.13859
1661	38224.51397
1662	38224.29926
1663	38223.69906
1664	38223.31997
1665	38222.59499
1666	38222.05141
